source,relationship,target
coingotrade[.]com,same ASN,Dorusio[.]com
coingotrade[.]com,same ASN,Ants2Whale[.]com
coingotrade[.]com,had,SSL certificate
AppleJeus,distributed by,Dorusio
Dorusio,website,dorusio[.]com
dorusio[.]com,Acquire Infrastructure,T1587.001
Dorusio,malware,AppleJeus
Dorusio,develop capabilities,T1587.001
dorusio[.]com,resolve to,198.54.115[.]51
198.54.115[.]51,controlled by,NameCheap Inc.
198.54.115[.]51,same ASN,CoinGoTrade[.]com
198.54.115[.]51,same ASN,Ants2Whale[.]com
Dorusio Application Analysis Windows Program,installs,Dorusio.exe
Dorusio Application Analysis Windows Program,installs,DorusioUpgrade.exe
Dorusio.exe,runs,DorusioUpgrade.exe
proposal_pakistan110.chm:error.html,opened by,archiver tool
proposal_pakistan110.chm:error.html,opened by,Microsoft Edge browser
archiver tool,executed,backdoor
attacker's infrastructure,IP,450ebd66ba67bb46bf18d122823ff07ef4a7b11afe63b6f269aec9236a1790cd
attacker's infrastructure,IP,ee32bde60d1175709fde6869daf9c63cd3227155e37f06d45a27a2f45818a3dc
attacker's infrastructure,IP,071e20a982ea6b8f9d482685010be7aaf036401ea45e2977aca867cedcdb0217
JsuObf.exe,exfiltrate data to,89.34.237.118:2020
Quasar RAT,download,FastUploader
FastUploader,install to,"csidl_profile\appdataoaming\adobetp.exe"
command and control (C&C) server,observed connecting with,174[.]127[.]99[.]211
Command and Control (C2) server,IP,79.137.206[.]228
PowerBots (C) GohacK,C2,49[.]212[.]234[.]206:3303
perlbot,use,flooding attacks
B0tchZ 0.2a,variant of,perlbot
46[.]101[.]183[.]162,seen in,B0tchZ 0.2a
198[.]98[.]61[.]106:8080,C2 server of,B0tchZ 0.2a
AsyncRAT,dumped from,notepad.exe
AsyncRAT,communicates with,95.216.102.32:6606
AsyncRAT,communicates with,95.216.102.32:7707
AsyncRAT,communicates with,95.216.102.32:8808
163[.]123[.]142[.]210,originate from,attack
185[.]17[.]0[.]19,originate from,attack
ScrubCrypt,load,miner
ScrubCrypt,invoke,explorer.exe
ScrubCrypt,communicate with,C2 server
ScrubCrypt,download,plugin_3.dll
ScrubCrypt,download,plugin_4.dll
plugin_3.dll,identical to,plugin_4.dll
C2 servers,distribute,Mirai-based SORA variant
C2 servers,distribute,Zerobot
176[.]65[.]137[.]5,C2 server,Mirai-based SORA variant
176[.]65[.]137[.]5,C2 server,Zerobot
hxxp://176[.]65[.]137[.]5/bins/zero[.]x86,distribute,Zerobot
Zerobot,family,Golang botnets
security plugins,bypass,C2 server
C2 server,IP,89[.]208[.]107[.]12
PHP script,use,C2 server
binary,use,C2 server
PHP/GoTrim!tr.dldr,name,PHP/GoTrim!tr.dldr
